Period,Data_value,Suppressed,STATUS,UNITS,Magnitude
2011.09,42406.0,,F,Number,0
2011.12,43280.0,,F,Number,0
2012.03,42243.0,,F,Number,0
2012.06,42558.0,,F,Number,0
2012.09,42520.0,,F,Number,0
2012.12,42955.0,,F,Number,0
2013.03,42090.0,,F,Number,0
2013.06,42827.0,,F,Number,0
2013.09,43249.0,,F,Number,0
2013.12,43245.0,,F,Number,0
2014.03,42171.0,,F,Number,0
2014.06,43153.0,,F,Number,0
2014.09,43148.0,,F,Number,0
2014.12,44023.0,,F,Number,0
2015.03,43224.0,,F,Number,0
2015.06,43928.0,,F,Number,0
2015.09,43499.0,,F,Number,0
2015.12,44122.0,,F,Number,0
2016.03,43746.0,,F,Number,0
2016.06,44234.0,,F,Number,0
2016.09,44419.0,,F,Number,0
2016.12,45277.0,,F,Number,0
2017.03,44694.0,,F,Number,0
2017.06,45286.0,,F,Number,0
2017.09,45451.0,,F,Number,0
2017.12,45387.0,,F,Number,0
2018.03,44222.0,,F,Number,0
2018.06,47146.0,,F,Number,0
2018.09,45861.0,,F,Number,0
2018.12,46423.0,,F,Number,0
2019.03,46930.0,,F,Number,0
2019.06,47285.0,,F,Number,0
2019.09,47330.0,,F,Number,0
2019.12,48340.0,,F,Number,0
2020.03,47869.0,,F,Number,0
2020.06,47675.0,,F,Number,0
2020.09,47489.0,,F,Number,0
2020.12,48193.0,,F,Number,0
2021.03,45311.0,,F,Number,0
2021.06,48136.0,,F,Number,0
2021.09,46675.0,,F,Number,0
2021.12,46915.0,,F,Number,0
2022.03,46952.0,,F,Number,0
2022.06,46498.0,,F,Number,0
2022.09,45217.0,,F,Number,0
2022.12,48564.0,,F,Number,0
2023.03,48420.0,,F,Number,0
2023.06,48458.0,,F,Number,0
2023.09,46334.0,,F,Number,0
2023.12,47828.0,,F,Number,0
2024.03,47605.0,,F,Number,0
2024.06,47488.0,,F,Number,0
2024.09,46141.0,,F,Number,0
2024.12,46925.0,,F,Number,0
2025.03,46575.0,,F,Number,0
2025.06,48129.0,,F,Number,0
2025.09,46085.0,,F,Number,0
2025.12,46955.0,,F,Number,0
2011.06,5046.0,,F,Number,0
2011.09,4996.0,,F,Number,0
2011.12,5206.0,,F,Number,0
2012.03,5357.0,,F,Number,0
2012.06,5197.0,,F,Number,0
2012.09,5164.0,,F,Number,0
2012.12,5373.0,,F,Number,0
2013.03,5144.0,,F,Number,0
2013.06,4940.0,,F,Number,0
2013.09,5021.0,,F,Number,0
2013.12,5235.0,,F,Number,0
2014.03,5213.0,,F,Number,0
2014.06,4998.0,,F,Number,0
2014.09,5037.0,,F,Number,0
2014.12,5241.0,,F,Number,0
2015.03,5182.0,,F,Number,0
2015.06,5137.0,,F,Number,0
2015.09,5079.0,,F,Number,0
2015.12,5269.0,,F,Number,0
2016.03,5166.0,,F,Number,0
2016.06,5083.0,,F,Number,0
2016.09,5030.0,,F,Number,0
2016.12,5088.0,,F,Number,0
2017.03,5060.0,,F,Number,0
2017.06,5178.0,,F,Number,0
2017.09,5269.0,,F,Number,0
2017.12,5316.0,,F,Number,0
2018.03,5275.0,,F,Number,0
2018.06,5080.0,,F,Number,0
2018.09,5037.0,,F,Number,0
2018.12,5251.0,,F,Number,0
2019.03,5170.0,,F,Number,0
2019.06,4887.0,,F,Number,0
2019.09,4919.0,,F,Number,0
2019.12,5210.0,,F,Number,0
2020.03,5178.0,,F,Number,0
2020.06,4998.0,,F,Number,0
2020.09,5246.0,,F,Number,0
2020.12,5475.0,,F,Number,0
2021.03,5269.0,,F,Number,0
2021.06,5157.0,,F,Number,0
2021.09,5262.0,,F,Number,0
2021.12,5526.0,,F,Number,0
2022.03,5379.0,,F,Number,0
2022.06,5374.0,,F,Number,0
2022.09,5187.0,,F,Number,0
2022.12,5525.0,,F,Number,0
2023.03,5594.0,,F,Number,0
2023.06,5336.0,,F,Number,0
2023.09,5390.0,,F,Number,0
2023.12,5653.0,,F,Number,0
2024.03,5579.0,,F,Number,0
2024.06,5259.0,,F,Number,0
2024.09,5196.0,,F,Number,0
2024.12,5441.0,,F,Number,0
2025.03,5292.0,,F,Number,0
2025.06,5154.0,,F,Number,0
2025.09,4988.0,,F,Number,0
2025.12,5159.0,,F,Number,0
2011.06,7369.0,,F,Number,0
2011.09,7430.0,,F,Number,0
2011.12,7448.0,,F,Number,0
2012.03,7111.0,,F,Number,0
2012.06,7178.0,,F,Number,0
2012.09,7189.0,,F,Number,0
2012.12,7470.0,,F,Number,0
2013.03,7116.0,,F,Number,0
2013.06,7287.0,,F,Number,0
2013.09,7158.0,,F,Number,0
2013.12,7369.0,,F,Number,0
2014.03,7181.0,,F,Number,0
2014.06,7244.0,,F,Number,0
2014.09,7280.0,,F,Number,0
2014.12,7461.0,,F,Number,0
2015.03,7260.0,,F,Number,0
2015.06,7373.0,,F,Number,0
2015.09,7341.0,,F,Number,0
2015.12,7373.0,,F,Number,0
2016.03,7434.0,,F,Number,0
2016.06,7488.0,,F,Number,0
2016.09,7549.0,,F,Number,0
2016.12,7798.0,,F,Number,0
2017.03,7609.0,,F,Number,0
2017.06,7668.0,,F,Number,0
2017.09,7609.0,,F,Number,0
2017.12,7833.0,,F,Number,0
2018.03,7658.0,,F,Number,0
2018.06,7666.0,,F,Number,0
2018.09,7859.0,,F,Number,0
2018.12,8279.0,,F,Number,0
2019.03,8152.0,,F,Number,0
2019.06,8067.0,,F,Number,0
2019.09,8111.0,,F,Number,0
2019.12,8315.0,,F,Number,0
2020.03,8246.0,,F,Number,0
2020.06,8247.0,,F,Number,0
2020.09,8423.0,,F,Number,0
2020.12,8747.0,,F,Number,0
2021.03,8901.0,,F,Number,0
2021.06,9034.0,,F,Number,0
2021.09,9212.0,,F,Number,0
2021.12,9380.0,,F,Number,0
2022.03,9271.0,,F,Number,0
2022.06,8786.0,,F,Number,0
2022.09,8785.0,,F,Number,0
2022.12,9204.0,,F,Number,0
2023.03,8910.0,,F,Number,0
2023.06,9050.0,,F,Number,0
2023.09,9275.0,,F,Number,0
2023.12,9697.0,,F,Number,0
2024.03,9477.0,,F,Number,0
2024.06,10145.0,,F,Number,0
2024.09,9335.0,,F,Number,0
2024.12,9379.0,,F,Number,0
2025.03,9446.0,,F,Number,0
2025.06,9051.0,,F,Number,0
2025.09,9143.0,,F,Number,0
2025.12,9523.0,,F,Number,0
2011.06,10591.0,,F,Number,0
2011.09,10285.0,,F,Number,0
2011.12,10393.0,,F,Number,0
2012.03,10183.0,,F,Number,0
2012.06,10352.0,,F,Number,0
2012.09,10140.0,,F,Number,0
2012.12,10296.0,,F,Number,0
2013.03,10056.0,,F,Number,0
2013.06,10315.0,,F,Number,0
2013.09,10404.0,,F,Number,0
2013.12,10535.0,,F,Number,0
2014.03,10358.0,,F,Number,0
2014.06,10523.0,,F,Number,0
2014.09,10503.0,,F,Number,0
2014.12,10846.0,,F,Number,0
2015.03,10510.0,,F,Number,0
2015.06,10966.0,,F,Number,0
2015.09,10931.0,,F,Number,0
2015.12,11152.0,,F,Number,0
2016.03,10964.0,,F,Number,0
2016.06,11285.0,,F,Number,0
2016.09,11127.0,,F,Number,0
2016.12,11429.0,,F,Number,0
2017.03,11256.0,,F,Number,0
2017.06,11676.0,,F,Number,0
2017.09,11745.0,,F,Number,0
2017.12,11919.0,,F,Number,0
2018.03,11852.0,,F,Number,0
2018.06,11930.0,,F,Number,0
2018.09,11750.0,,F,Number,0
2018.12,12068.0,,F,Number,0
2019.03,11900.0,,F,Number,0
2019.06,12023.0,,F,Number,0
2019.09,11957.0,,F,Number,0
2019.12,12477.0,,F,Number,0
2020.03,12525.0,,F,Number,0
2020.06,12459.0,,F,Number,0
2020.09,12508.0,,F,Number,0
2020.12,12729.0,,F,Number,0
2021.03,12812.0,,F,Number,0
2021.06,13193.0,,F,Number,0
2021.09,13763.0,,F,Number,0
2021.12,13489.0,,F,Number,0
2022.03,13585.0,,F,Number,0
2022.06,13497.0,,F,Number,0
2022.09,13773.0,,F,Number,0
2022.12,13892.0,,F,Number,0
2023.03,13792.0,,F,Number,0
2023.06,13966.0,,F,Number,0
2023.09,13864.0,,F,Number,0
2023.12,14081.0,,F,Number,0
2024.03,13871.0,,F,Number,0
2024.06,14143.0,,F,Number,0
2024.09,13892.0,,F,Number,0
2024.12,14199.0,,F,Number,0
2025.03,13896.0,,F,Number,0
2025.06,13706.0,,F,Number,0
2025.09,13642.0,,F,Number,0
2025.12,13968.0,,F,Number,0
2011.06,13245.0,,F,Number,0
2011.09,13063.0,,F,Number,0
2011.12,13115.0,,F,Number,0
2012.03,12514.0,,F,Number,0
2012.06,13204.0,,F,Number,0
2012.09,12987.0,,F,Number,0
2012.12,13086.0,,F,Number,0
2013.03,13089.0,,F,Number,0
2013.06,13489.0,,F,Number,0
2013.09,13465.0,,F,Number,0
2013.12,13579.0,,F,Number,0
2014.03,13293.0,,F,Number,0
2014.06,14339.0,,F,Number,0
2014.09,14200.0,,F,Number,0
2014.12,13685.0,,F,Number,0
2015.03,12844.0,,F,Number,0
2015.06,13107.0,,F,Number,0
2015.09,13071.0,,F,Number,0
2015.12,13123.0,,F,Number,0
2016.03,12985.0,,F,Number,0
2016.06,13483.0,,F,Number,0
2016.09,13629.0,,F,Number,0
2016.12,13638.0,,F,Number,0
2017.03,14033.0,,F,Number,0
2017.06,14812.0,,F,Number,0
2017.09,15000.0,,F,Number,0
2017.12,15193.0,,F,Number,0
2018.03,15483.0,,F,Number,0
2018.06,15905.0,,F,Number,0
2018.09,15574.0,,F,Number,0
2018.12,16242.0,,F,Number,0
2019.03,16109.0,,F,Number,0
2019.06,16263.0,,F,Number,0
2019.09,16840.0,,F,Number,0
2019.12,17342.0,,F,Number,0
2020.03,17366.0,,F,Number,0
2020.06,17341.0,,F,Number,0
2020.09,17818.0,,F,Number,0
2020.12,18026.0,,F,Number,0
2021.03,16519.0,,F,Number,0
2021.06,16735.0,,F,Number,0
2021.09,16842.0,,F,Number,0
2021.12,17349.0,,F,Number,0
2022.03,17119.0,,F,Number,0
2022.06,17124.0,,F,Number,0
2022.09,17208.0,,F,Number,0
2022.12,17642.0,,F,Number,0
2023.03,17429.0,,F,Number,0
2023.06,17179.0,,F,Number,0
2023.09,17508.0,,F,Number,0
2023.12,18108.0,,F,Number,0
2024.03,18294.0,,F,Number,0
2024.06,17579.0,,F,Number,0
2024.09,17545.0,,F,Number,0
2024.12,18251.0,,F,Number,0
2025.03,18069.0,,F,Number,0
2025.06,18380.0,,F,Number,0
2025.09,17710.0,,F,Number,0
2025.12,17788.0,,F,Number,0
2011.06,11168.0,,F,Number,0
2011.09,11107.0,,F,Number,0
2011.12,10376.0,,F,Number,0
2012.03,10031.0,,F,Number,0
2012.06,10132.0,,F,Number,0
2012.09,10053.0,,F,Number,0
2012.12,10107.0,,F,Number,0
2013.03,9771.0,,F,Number,0
2013.06,9884.0,,F,Number,0
2013.09,9843.0,,F,Number,0
2013.12,9851.0,,F,Number,0
2014.03,9678.0,,F,Number,0
2014.06,9779.0,,F,Number,0
2014.09,9531.0,,F,Number,0
2014.12,9729.0,,F,Number,0
2015.03,10944.0,,F,Number,0
2015.06,10930.0,,F,Number,0
2015.09,10999.0,,F,Number,0
2015.12,9738.0,,F,Number,0
2016.03,9414.0,,F,Number,0
2016.06,9542.0,,F,Number,0
2016.09,9920.0,,F,Number,0
2016.12,10069.0,,F,Number,0
2017.03,9758.0,,F,Number,0
2017.06,10035.0,,F,Number,0
2017.09,10086.0,,F,Number,0
2017.12,10158.0,,F,Number,0
2018.03,9589.0,,F,Number,0
2018.06,10032.0,,F,Number,0
2018.09,10283.0,,F,Number,0
2018.12,10374.0,,F,Number,0
2019.03,10861.0,,F,Number,0
2019.06,13150.0,,F,Number,0
2019.09,13338.0,,F,Number,0
2019.12,13286.0,,F,Number,0
2020.03,13521.0,,F,Number,0
2020.06,13775.0,,F,Number,0
2020.09,11630.0,,F,Number,0
2020.12,11910.0,,F,Number,0
2021.03,13457.0,,F,Number,0
2021.06,13724.0,,F,Number,0
2021.09,13566.0,,F,Number,0
2021.12,13732.0,,F,Number,0
2022.03,13413.0,,F,Number,0
2022.06,13390.0,,F,Number,0
2022.09,13409.0,,F,Number,0
2022.12,12174.0,,F,Number,0
2023.03,12136.0,,F,Number,0
2023.06,12385.0,,F,Number,0
2023.09,13482.0,,F,Number,0
2023.12,13694.0,,F,Number,0
2024.03,13527.0,,F,Number,0
2024.06,14021.0,,F,Number,0
2024.09,13505.0,,F,Number,0
2024.12,13898.0,,F,Number,0
2025.03,13745.0,,F,Number,0
2025.06,12715.0,,F,Number,0
2025.09,13517.0,,F,Number,0
2025.12,14225.0,,F,Number,0
2011.06,37934.0,,F,Number,0
2011.09,38398.0,,F,Number,0
2011.12,38743.0,,F,Number,0
2012.03,37985.0,,F,Number,0
2012.06,38129.0,,F,Number,0
2012.09,37948.0,,F,Number,0
2012.12,38411.0,,F,Number,0
2013.03,37523.0,,F,Number,0
2013.06,38112.0,,F,Number,0
2013.09,37561.0,,F,Number,0
2013.12,38241.0,,F,Number,0
2014.03,37695.0,,F,Number,0
2014.06,37707.0,,F,Number,0
2014.09,37816.0,,F,Number,0
2014.12,38197.0,,F,Number,0
2015.03,37708.0,,F,Number,0
2015.06,37545.0,,F,Number,0
2015.09,37942.0,,F,Number,0
2015.12,38385.0,,F,Number,0
2016.03,37647.0,,F,Number,0
2016.06,37550.0,,F,Number,0
2016.09,37777.0,,F,Number,0
2016.12,38228.0,,F,Number,0
2017.03,37722.0,,F,Number,0
2017.06,38995.0,,F,Number,0
2017.09,39125.0,,F,Number,0
2017.12,40049.0,,F,Number,0
2018.03,40309.0,,F,Number,0
2018.06,41197.0,,F,Number,0
2018.09,41233.0,,F,Number,0
2018.12,42642.0,,F,Number,0
2019.03,40993.0,,F,Number,0
2019.06,41573.0,,F,Number,0
2019.09,41917.0,,F,Number,0
2019.12,42993.0,,F,Number,0
2020.03,43034.0,,F,Number,0
2020.06,43310.0,,F,Number,0
2020.09,43729.0,,F,Number,0
2020.12,44131.0,,F,Number,0
2021.03,42508.0,,F,Number,0
2021.06,42965.0,,F,Number,0
2021.09,42240.0,,F,Number,0
2021.12,43908.0,,F,Number,0
2022.03,43822.0,,F,Number,0
2022.06,43866.0,,F,Number,0
2022.09,42314.0,,F,Number,0
2022.12,43232.0,,F,Number,0
2023.03,43164.0,,F,Number,0
2023.06,42951.0,,F,Number,0
2023.09,43797.0,,F,Number,0
2023.12,45320.0,,F,Number,0
2024.03,44115.0,,F,Number,0
2024.06,43038.0,,F,Number,0
2024.09,43720.0,,F,Number,0
2024.12,43069.0,,F,Number,0
2025.03,43053.0,,F,Number,0
2025.06,42640.0,,F,Number,0
2025.09,42285.0,,F,Number,0
2025.12,43525.0,,F,Number,0
2011.06,129777.0,,F,Number,0
2011.09,130805.0,,F,Number,0
2011.12,134260.0,,F,Number,0
2012.03,126278.0,,F,Number,0
2012.06,130771.0,,F,Number,0
2012.09,129648.0,,F,Number,0
2012.12,132267.0,,F,Number,0
2013.03,131506.0,,F,Number,0
2013.06,136475.0,,F,Number,0
2013.09,132844.0,,F,Number,0
2013.12,135223.0,,F,Number,0
2014.03,133103.0,,F,Number,0
2014.06,135813.0,,F,Number,0
2014.09,140128.0,,F,Number,0
2014.12,139880.0,,F,Number,0
2015.03,136149.0,,F,Number,0
2015.06,137183.0,,F,Number,0
2015.09,136658.0,,F,Number,0
2015.12,139386.0,,F,Number,0
2016.03,137859.0,,F,Number,0
2016.06,141126.0,,F,Number,0
2016.09,142759.0,,F,Number,0
2016.12,144509.0,,F,Number,0
2017.03,140420.0,,F,Number,0
2017.06,144059.0,,F,Number,0
2017.09,147446.0,,F,Number,0
2017.12,148018.0,,F,Number,0
2018.03,144736.0,,F,Number,0
2018.06,143716.0,,F,Number,0
2018.09,143676.0,,F,Number,0
2018.12,146434.0,,F,Number,0
2019.03,146450.0,,F,Number,0
2019.06,150509.0,,F,Number,0
2019.09,150223.0,,F,Number,0
2019.12,156105.0,,F,Number,0
2020.03,151235.0,,F,Number,0
2020.06,150184.0,,F,Number,0
2020.09,152563.0,,F,Number,0
2020.12,160279.0,,F,Number,0
2021.03,151682.0,,F,Number,0
2021.06,154160.0,,F,Number,0
2021.09,161057.0,,F,Number,0
2021.12,165469.0,,F,Number,0
2022.03,163259.0,,F,Number,0
2022.06,162404.0,,F,Number,0
2022.09,169955.0,,F,Number,0
2022.12,164392.0,,F,Number,0
2023.03,160087.0,,F,Number,0
2023.06,166783.0,,F,Number,0
2023.09,164323.0,,F,Number,0
2023.12,169782.0,,F,Number,0
2024.03,165789.0,,F,Number,0
2024.06,165074.0,,F,Number,0
2024.09,161953.0,,F,Number,0
2024.12,164468.0,,F,Number,0
2025.03,159192.0,,F,Number,0
2025.06,159127.0,,F,Number,0
2025.09,159851.0,,F,Number,0
2025.12,162586.0,,F,Number,0
2011.06,8656.0,,F,Number,0
2011.09,8710.0,,F,Number,0
2011.12,9039.0,,F,Number,0
2012.03,9015.0,,F,Number,0
2012.06,8942.0,,F,Number,0
2012.09,8928.0,,F,Number,0
2012.12,9183.0,,F,Number,0
2013.03,8875.0,,F,Number,0
2013.06,8669.0,,F,Number,0
2013.09,8784.0,,F,Number,0
2013.12,9119.0,,F,Number,0
2014.03,9113.0,,F,Number,0
2014.06,9082.0,,F,Number,0
2014.09,9071.0,,F,Number,0
2014.12,9354.0,,F,Number,0
2015.03,9119.0,,F,Number,0
2015.06,9006.0,,F,Number,0
2015.09,9122.0,,F,Number,0
2015.12,9373.0,,F,Number,0
2016.03,9232.0,,F,Number,0
2016.06,9246.0,,F,Number,0
2016.09,9270.0,,F,Number,0
2016.12,9552.0,,F,Number,0
2017.03,9559.0,,F,Number,0
2017.06,9542.0,,F,Number,0
2017.09,9512.0,,F,Number,0
2017.12,9816.0,,F,Number,0
2018.03,9920.0,,F,Number,0
2018.06,9627.0,,F,Number,0
2018.09,9991.0,,F,Number,0
2018.12,10042.0,,F,Number,0
2019.03,9959.0,,F,Number,0
2019.06,9909.0,,F,Number,0
2019.09,9948.0,,F,Number,0
2019.12,10331.0,,F,Number,0
2020.03,10347.0,,F,Number,0
2020.06,10254.0,,F,Number,0
2020.09,10427.0,,F,Number,0
2020.12,10610.0,,F,Number,0
2021.03,10761.0,,F,Number,0
2021.06,10321.0,,F,Number,0
2021.09,10505.0,,F,Number,0
2021.12,10876.0,,F,Number,0
2022.03,10686.0,,F,Number,0
2022.06,10470.0,,F,Number,0
2022.09,10365.0,,F,Number,0
2022.12,10605.0,,F,Number,0
2023.03,10683.0,,F,Number,0
2023.06,11206.0,,F,Number,0
2023.09,10384.0,,F,Number,0
2023.12,10660.0,,F,Number,0
2024.03,10950.0,,F,Number,0
2024.06,11450.0,,F,Number,0
2024.09,10476.0,,F,Number,0
2024.12,10830.0,,F,Number,0
2025.03,10817.0,,F,Number,0
2025.06,10464.0,,F,Number,0
2025.09,10437.0,,F,Number,0
2025.12,10669.0,,F,Number,0
2011.06,2414.0,,F,Number,0
2011.09,2391.0,,F,Number,0
2011.12,2477.0,,F,Number,0
2012.03,2468.0,,F,Number,0
2012.06,2321.0,,F,Number,0
2012.09,2292.0,,F,Number,0
2012.12,2486.0,,F,Number,0
2013.03,2424.0,,F,Number,0
2013.06,2436.0,,F,Number,0
2013.09,2403.0,,F,Number,0
2013.12,2561.0,,F,Number,0
2014.03,2508.0,,F,Number,0
2014.06,2509.0,,F,Number,0
2014.09,2478.0,,F,Number,0
2014.12,2504.0,,F,Number,0
2015.03,2516.0,,F,Number,0
2015.06,2437.0,,F,Number,0
2015.09,2377.0,,F,Number,0
2015.12,2483.0,,F,Number,0
2016.03,2477.0,,F,Number,0
2016.06,2443.0,,F,Number,0
2016.09,2453.0,,F,Number,0
2016.12,2497.0,,F,Number,0
2017.03,2467.0,,F,Number,0
2017.06,2426.0,,F,Number,0
2017.09,2496.0,,F,Number,0
2017.12,2697.0,,F,Number,0
2018.03,2621.0,,F,Number,0
2018.06,2556.0,,F,Number,0
2018.09,2589.0,,F,Number,0
2018.12,2735.0,,F,Number,0
2019.03,2612.0,,F,Number,0
2019.06,2581.0,,F,Number,0
2019.09,2754.0,,F,Number,0
2019.12,2812.0,,F,Number,0
2020.03,2774.0,,F,Number,0
2020.06,2678.0,,F,Number,0
2020.09,2737.0,,F,Number,0
2020.12,2798.0,,F,Number,0
2021.03,2824.0,,F,Number,0
2021.06,2833.0,,F,Number,0
2021.09,2839.0,,F,Number,0
2021.12,2986.0,,F,Number,0
2022.03,3055.0,,F,Number,0
2022.06,3021.0,,F,Number,0
2022.09,3032.0,,F,Number,0
2022.12,3131.0,,F,Number,0
2023.03,3084.0,,F,Number,0
2023.06,3097.0,,F,Number,0
2023.09,3033.0,,F,Number,0
2023.12,3091.0,,F,Number,0
2024.03,3070.0,,F,Number,0
2024.06,3001.0,,F,Number,0
2024.09,2821.0,,F,Number,0
2024.12,2948.0,,F,Number,0
2025.03,2874.0,,F,Number,0
2025.06,2806.0,,F,Number,0
2025.09,2832.0,,F,Number,0
2025.12,2894.0,,F,Number,0
2011.06,2448.0,,F,Number,0
2011.09,2258.0,,F,Number,0
2011.12,2418.0,,F,Number,0
2012.03,2724.0,,F,Number,0
2012.06,2685.0,,F,Number,0
2012.09,2597.0,,F,Number,0
2012.12,2672.0,,F,Number,0
2013.03,2738.0,,F,Number,0
2013.06,2683.0,,F,Number,0
2013.09,2393.0,,F,Number,0
2013.12,2549.0,,F,Number,0
2014.03,2639.0,,F,Number,0
2014.06,2580.0,,F,Number,0
2014.09,2391.0,,F,Number,0
2014.12,2574.0,,F,Number,0
2015.03,2646.0,,F,Number,0
2015.06,2594.0,,F,Number,0
2015.09,2415.0,,F,Number,0
2015.12,2598.0,,F,Number,0
2016.03,2722.0,,F,Number,0
2016.06,2671.0,,F,Number,0
2016.09,2529.0,,F,Number,0
2016.12,2701.0,,F,Number,0
2017.03,2780.0,,F,Number,0
2017.06,2764.0,,F,Number,0
2017.09,2541.0,,F,Number,0
2017.12,2688.0,,F,Number,0
2018.03,2808.0,,F,Number,0
2018.06,2691.0,,F,Number,0
2018.09,2609.0,,F,Number,0
2018.12,2961.0,,F,Number,0
2019.03,3029.0,,F,Number,0
2019.06,2807.0,,F,Number,0
2019.09,2682.0,,F,Number,0
2019.12,2817.0,,F,Number,0
2020.03,2779.0,,F,Number,0
2020.06,2692.0,,F,Number,0
2020.09,2635.0,,F,Number,0
2020.12,2811.0,,F,Number,0
2021.03,2944.0,,F,Number,0
2021.06,2818.0,,F,Number,0
2021.09,2731.0,,F,Number,0
2021.12,2849.0,,F,Number,0
2022.03,2795.0,,F,Number,0
2022.06,2840.0,,F,Number,0
2022.09,2770.0,,F,Number,0
2022.12,2836.0,,F,Number,0
2023.03,2959.0,,F,Number,0
2023.06,2865.0,,F,Number,0
2023.09,2776.0,,F,Number,0
2023.12,2904.0,,F,Number,0
2024.03,2932.0,,F,Number,0
2024.06,2782.0,,F,Number,0
2024.09,2640.0,,F,Number,0
2024.12,2857.0,,F,Number,0
2025.03,2830.0,,F,Number,0
2025.06,2781.0,,F,Number,0
2025.09,2730.0,,F,Number,0
2025.12,2854.0,,F,Number,0
2011.06,15541.0,,F,Number,0
2011.09,13860.0,,F,Number,0
2011.12,14446.0,,F,Number,0
2012.03,15876.0,,F,Number,0
2012.06,16152.0,,F,Number,0
2012.09,14535.0,,F,Number,0
2012.12,15327.0,,F,Number,0
2013.03,16444.0,,F,Number,0
2013.06,16409.0,,F,Number,0
2013.09,14957.0,,F,Number,0
2013.12,16151.0,,F,Number,0
2014.03,17172.0,,F,Number,0
2014.06,17167.0,,F,Number,0
2014.09,15369.0,,F,Number,0
2014.12,16150.0,,F,Number,0
2015.03,17268.0,,F,Number,0
2015.06,17025.0,,F,Number,0
2015.09,15473.0,,F,Number,0
2015.12,16445.0,,F,Number,0
2016.03,17436.0,,F,Number,0
2016.06,17257.0,,F,Number,0
2016.09,15942.0,,F,Number,0
2016.12,16948.0,,F,Number,0
2017.03,18073.0,,F,Number,0
2017.06,18367.0,,F,Number,0
2017.09,16657.0,,F,Number,0
2017.12,17993.0,,F,Number,0
2018.03,19024.0,,F,Number,0
2018.06,19048.0,,F,Number,0
2018.09,17825.0,,F,Number,0
2018.12,19107.0,,F,Number,0
2019.03,20112.0,,F,Number,0
2019.06,19831.0,,F,Number,0
2019.09,18349.0,,F,Number,0
2019.12,19866.0,,F,Number,0
2020.03,20629.0,,F,Number,0
2020.06,20510.0,,F,Number,0
2020.09,19417.0,,F,Number,0
2020.12,20310.0,,F,Number,0
2021.03,21707.0,,F,Number,0
2021.06,21666.0,,F,Number,0
2021.09,20598.0,,F,Number,0
2021.12,21635.0,,F,Number,0
2022.03,21935.0,,F,Number,0
2022.06,21446.0,,F,Number,0
2022.09,20858.0,,F,Number,0
2022.12,20553.0,,F,Number,0
2023.03,21502.0,,F,Number,0
2023.06,21386.0,,F,Number,0
2023.09,21196.0,,F,Number,0
2023.12,21297.0,,F,Number,0
2024.03,22836.0,,F,Number,0
2024.06,22101.0,,F,Number,0
2024.09,20377.0,,F,Number,0
2024.12,20954.0,,F,Number,0
2025.03,21573.0,,F,Number,0
2025.06,21095.0,,F,Number,0
2025.09,19930.0,,F,Number,0
2025.12,20763.0,,F,Number,0
2011.06,22854.0,,F,Number,0
2011.09,22684.0,,F,Number,0
2011.12,22969.0,,F,Number,0
2012.03,22133.0,,F,Number,0
2012.06,22643.0,,F,Number,0
2012.09,22162.0,,F,Number,0
2012.12,22543.0,,F,Number,0
2013.03,22337.0,,F,Number,0
2013.06,22878.0,,F,Number,0
2013.09,22409.0,,F,Number,0
2013.12,22702.0,,F,Number,0
2014.03,22362.0,,F,Number,0
2014.06,22676.0,,F,Number,0
2014.09,22460.0,,F,Number,0
2014.12,22777.0,,F,Number,0
2015.03,22521.0,,F,Number,0
2015.06,22475.0,,F,Number,0
2015.09,22368.0,,F,Number,0
2015.12,22768.0,,F,Number,0
2016.03,22922.0,,F,Number,0
2016.06,23162.0,,F,Number,0
2016.09,23126.0,,F,Number,0
2016.12,23287.0,,F,Number,0
2017.03,23434.0,,F,Number,0
2017.06,24081.0,,F,Number,0
2017.09,23965.0,,F,Number,0
2017.12,23831.0,,F,Number,0
2018.03,23596.0,,F,Number,0
2018.06,23843.0,,F,Number,0
2018.09,23513.0,,F,Number,0
2018.12,23723.0,,F,Number,0
2019.03,24059.0,,F,Number,0
2019.06,24565.0,,F,Number,0
2019.09,24201.0,,F,Number,0
2019.12,24675.0,,F,Number,0
2020.03,25001.0,,F,Number,0
2020.06,24832.0,,F,Number,0
2020.09,24810.0,,F,Number,0
2020.12,25305.0,,F,Number,0
2021.03,24594.0,,F,Number,0
2021.06,25233.0,,F,Number,0
2021.09,25293.0,,F,Number,0
2021.12,25655.0,,F,Number,0
2022.03,25462.0,,F,Number,0
2022.06,25475.0,,F,Number,0
2022.09,25108.0,,F,Number,0
2022.12,26375.0,,F,Number,0
2023.03,26272.0,,F,Number,0
2023.06,26642.0,,F,Number,0
2023.09,26183.0,,F,Number,0
2023.12,26772.0,,F,Number,0
2024.03,26201.0,,F,Number,0
2024.06,26341.0,,F,Number,0
2024.09,25531.0,,F,Number,0
2024.12,26067.0,,F,Number,0
2025.03,25605.0,,F,Number,0
2025.06,25657.0,,F,Number,0
2025.09,24901.0,,F,Number,0
2025.12,25457.0,,F,Number,0
2011.06,18798.0,,F,Number,0
2011.09,19263.0,,F,Number,0
2011.12,18635.0,,F,Number,0
2012.03,18523.0,,F,Number,0
2012.06,18914.0,,F,Number,0
2012.09,18728.0,,F,Number,0
2012.12,18439.0,,F,Number,0
2013.03,18589.0,,F,Number,0
2013.06,19226.0,,F,Number,0
2013.09,19133.0,,F,Number,0
